No.,Name,Longitude,Latitude,Status Area,Fund Provider,Intermediaries [Roles],Beneficiaries,Location (focussed area),Duration (year),Commodity [solution-oriented],Ecosystem Services,More Info,Type of Financing
136,Xuan Nha,104.717009,20.656421,Nature Reserve,"Critical Ecosystem Partnership Fund (Grant Amount: US$42,855.00), Vietnam National University (Regional/Portfolio leveraging: US$3,800), Centre for Natural Resources and Environmental Studies (In-Kind: US$600), Turtle Conservation Fund (Regional/Portfolio leveraging: US$4,950), Asian Turtle Program (In-Kind: US$3,190)","Centre for Natural Resources and Environmental Studies (CRES) [Grantee, coordinated survey activities, employed researcher, conducted data analysis, authored reports, developed conservation strategies], Cleveland Metroparks Zooâ€™s Asian Turtle Program (ATP) [Implementation Partner, collaborated on survey plans, hired field staff, conducted interview and field surveys, managed distribution database, collaborated on data analysis and report writing, developed conservation strategies], Forest Protection Department (FPD) [Collaborated on field surveys and received survey reports]","Local communities (around Son La, Tuyen Quang, Thanh Hoa, Ha Tinh, and Nghe An provinces), local hunters and trappers, protected area management staff, forest guards, provincial and national wildlife protection authorities. Targeted threatened fauna: Indochinese Box Turtle (Cuora galbinifrons), Four-eyed Turtle (Sacalia quadriocellata), Impressed Tortoise (Manouria impressa), Wattle-necked Softshell (Palea steindechneri), Big-headed Turtle (Platysternon megacephalum), Keeled Box Turtle (Cuora mouhotii), Rafetus swinhoei, Cuora zhoui, Geoemyda spengleri, Vietnam Leaf-nosed Bat, and 43 bat species recorded in Pu Mat National Park.","0 hectares protected (as explicitly stated in the report). Geographically located in Northern and Central Vietnam across Son La, Tuyen Quang, Thanh Hoa, Ha Tinh, and Nghe An provinces.",2010-2011,"Interview surveys, standard non-lethal aquatic traps, hunting dogs, timed and walked transects, pit fall traps, mist nets (various sizes), harp traps, standardized data collection forms, photographic records, tissue and blood sampling, unique individual identification marking, digital distribution mapping databases, community awareness meetings, action plans, and conservation recommendations.",Supporting: Habitat refuge and biodiversity conservation for globally threatened bat and turtle species across protected natural forests. Provisioning: N/A. Cultural: Educational awareness raising for local communities and enhanced scientific knowledge for protected area management staff.,https://www.cepf.net/grants/grantee-projects/identifying-priority-populations-and-reviewing-current-known-distributions; https://www.cepf.net/resources/final-project-report/final-project-report-1383,"Grant, Regional/Portfolio leveraging, In-Kind"
137,Vu Quang,105.41436,18.28042,National Park,"Critical Ecosystem Partnership Fund (Grant Amount: US$42,855.00), Vietnam National University (Regional/Portfolio leveraging: US$3,800), Centre for Natural Resources and Environmental Studies (In-Kind: US$600), Turtle Conservation Fund (Regional/Portfolio leveraging: US$4,950), Asian Turtle Program (In-Kind: US$3,190)","Centre for Natural Resources and Environmental Studies (CRES) [Grantee, coordinated survey activities, employed researcher, conducted data analysis, authored reports, developed conservation strategies], Cleveland Metroparks Zooâ€™s Asian Turtle Program (ATP) [Implementation Partner, collaborated on survey plans, hired field staff, conducted interview and field surveys, managed distribution database, collaborated on data analysis and report writing, developed conservation strategies], Forest Protection Department (FPD) [Collaborated on field surveys and received survey reports]","Local communities (around Son La, Tuyen Quang, Thanh Hoa, Ha Tinh, and Nghe An provinces), local hunters and trappers, protected area management staff, forest guards, provincial and national wildlife protection authorities. Targeted threatened fauna: Indochinese Box Turtle (Cuora galbinifrons), Four-eyed Turtle (Sacalia quadriocellata), Impressed Tortoise (Manouria impressa), Wattle-necked Softshell (Palea steindechneri), Big-headed Turtle (Platysternon megacephalum), Keeled Box Turtle (Cuora mouhotii), Rafetus swinhoei, Cuora zhoui, Geoemyda spengleri, Vietnam Leaf-nosed Bat, and 43 bat species recorded in Pu Mat National Park.","0 hectares protected (as explicitly stated in the report). Geographically located in Northern and Central Vietnam across Son La, Tuyen Quang, Thanh Hoa, Ha Tinh, and Nghe An provinces.",2010-2011,"Interview surveys, standard non-lethal aquatic traps, hunting dogs, timed and walked transects, pit fall traps, mist nets (various sizes), harp traps, standardized data collection forms, photographic records, tissue and blood sampling, unique individual identification marking, digital distribution mapping databases, community awareness meetings, action plans, and conservation recommendations.",Supporting: Habitat refuge and biodiversity conservation for globally threatened bat and turtle species across protected natural forests. Provisioning: N/A. Cultural: Educational awareness raising for local communities and enhanced scientific knowledge for protected area management staff.,https://www.cepf.net/grants/grantee-projects/identifying-priority-populations-and-reviewing-current-known-distributions; https://www.cepf.net/resources/final-project-report/final-project-report-1383,"Grant, Regional/Portfolio leveraging, In-Kind"
138,Ba Be,105.6212545,22.41959266,National Park; Wetland of International Importance (Ramsar Site),"Critical Ecosystem Partnership Fund (Grant Amount: US$42,855.00), Vietnam National University (Regional/Portfolio leveraging: US$3,800), Centre for Natural Resources and Environmental Studies (In-Kind: US$600), Turtle Conservation Fund (Regional/Portfolio leveraging: US$4,950), Asian Turtle Program (In-Kind: US$3,190)","Centre for Natural Resources and Environmental Studies (CRES) [Grantee, coordinated survey activities, employed researcher, conducted data analysis, authored reports, developed conservation strategies], Cleveland Metroparks Zooâ€™s Asian Turtle Program (ATP) [Implementation Partner, collaborated on survey plans, hired field staff, conducted interview and field surveys, managed distribution database, collaborated on data analysis and report writing, developed conservation strategies], Forest Protection Department (FPD) [Collaborated on field surveys and received survey reports]","Local communities (around Son La, Tuyen Quang, Thanh Hoa, Ha Tinh, and Nghe An provinces), local hunters and trappers, protected area management staff, forest guards, provincial and national wildlife protection authorities. Targeted threatened fauna: Indochinese Box Turtle (Cuora galbinifrons), Four-eyed Turtle (Sacalia quadriocellata), Impressed Tortoise (Manouria impressa), Wattle-necked Softshell (Palea steindechneri), Big-headed Turtle (Platysternon megacephalum), Keeled Box Turtle (Cuora mouhotii), Rafetus swinhoei, Cuora zhoui, Geoemyda spengleri, Vietnam Leaf-nosed Bat, and 43 bat species recorded in Pu Mat National Park.","0 hectares protected (as explicitly stated in the report). Geographically located in Northern and Central Vietnam across Son La, Tuyen Quang, Thanh Hoa, Ha Tinh, and Nghe An provinces.",2010-2011,"Interview surveys, standard non-lethal aquatic traps, hunting dogs, timed and walked transects, pit fall traps, mist nets (various sizes), harp traps, standardized data collection forms, photographic records, tissue and blood sampling, unique individual identification marking, digital distribution mapping databases, community awareness meetings, action plans, and conservation recommendations.",Supporting: Habitat refuge and biodiversity conservation for globally threatened bat and turtle species across protected natural forests. Provisioning: N/A. Cultural: Educational awareness raising for local communities and enhanced scientific knowledge for protected area management staff.,https://www.cepf.net/grants/grantee-projects/identifying-priority-populations-and-reviewing-current-known-distributions; https://www.cepf.net/resources/final-project-report/final-project-report-1383,"Grant, Regional/Portfolio leveraging, In-Kind"
139,Tay Con Linh,104.837032,22.800608,Nature Reserve,"Critical Ecosystem Partnership Fund (Grant Amount: US$42,855.00), Vietnam National University (Regional/Portfolio leveraging: US$3,800), Centre for Natural Resources and Environmental Studies (In-Kind: US$600), Turtle Conservation Fund (Regional/Portfolio leveraging: US$4,950), Asian Turtle Program (In-Kind: US$3,190)","Centre for Natural Resources and Environmental Studies (CRES) [Grantee, coordinated survey activities, employed researcher, conducted data analysis, authored reports, developed conservation strategies], Cleveland Metroparks Zooâ€™s Asian Turtle Program (ATP) [Implementation Partner, collaborated on survey plans, hired field staff, conducted interview and field surveys, managed distribution database, collaborated on data analysis and report writing, developed conservation strategies], Forest Protection Department (FPD) [Collaborated on field surveys and received survey reports]","Local communities (around Son La, Tuyen Quang, Thanh Hoa, Ha Tinh, and Nghe An provinces), local hunters and trappers, protected area management staff, forest guards, provincial and national wildlife protection authorities. Targeted threatened fauna: Indochinese Box Turtle (Cuora galbinifrons), Four-eyed Turtle (Sacalia quadriocellata), Impressed Tortoise (Manouria impressa), Wattle-necked Softshell (Palea steindechneri), Big-headed Turtle (Platysternon megacephalum), Keeled Box Turtle (Cuora mouhotii), Rafetus swinhoei, Cuora zhoui, Geoemyda spengleri, Vietnam Leaf-nosed Bat, and 43 bat species recorded in Pu Mat National Park.","0 hectares protected (as explicitly stated in the report). Geographically located in Northern and Central Vietnam across Son La, Tuyen Quang, Thanh Hoa, Ha Tinh, and Nghe An provinces.",2010-2011,"Interview surveys, standard non-lethal aquatic traps, hunting dogs, timed and walked transects, pit fall traps, mist nets (various sizes), harp traps, standardized data collection forms, photographic records, tissue and blood sampling, unique individual identification marking, digital distribution mapping databases, community awareness meetings, action plans, and conservation recommendations.",Supporting: Habitat refuge and biodiversity conservation for globally threatened bat and turtle species across protected natural forests. Provisioning: N/A. Cultural: Educational awareness raising for local communities and enhanced scientific knowledge for protected area management staff.,https://www.cepf.net/grants/grantee-projects/identifying-priority-populations-and-reviewing-current-known-distributions; https://www.cepf.net/resources/final-project-report/final-project-report-1383,"Grant, Regional/Portfolio leveraging, In-Kind"
140,Bac Me,105.213119,22.710358,Nature Reserve,"Critical Ecosystem Partnership Fund (CEPF) - US$ 20,000","Center for Water Resource Conservation and Development (WARECOD) [Project Implementer]; The Division of Natural Resources and Environment of Bac Me District [Key partner and supporter, provided staff support and consultation]; Bac Me District and communes' People Committees [Supported with administrative procedures, provided reports/documents on socio-economic conditions, advised on research locations]; Division of Agriculture and Rural Development of Bac Me District [Provided information on agricultural activities, helped identify negative impacts on local communities, discussed potential solutions]; Khau Ca Species and Habitat Conservation Area (Management Board) [Provided information on conservation personnel, financial resources, roles of officers, shared potential difficulties and challenges]; Ha Giang Department of Natural Resources and Environment [Helped understand policies and programs, provided list of organizations working on conservation in Ha Giang Province]; Fauna & Flora International [Shared experience, difficulties and advantages of working in Phia Deng]; Minh Son Commune People's Committee (Minh Son CPC) [Collaborated to organize the opening workshop]","50-250 people in Phia Deng village (Subsistence economy, small landowners, indigenous/ethnic peoples - Dao people); Thaibaan research group consisting of 15 villagers (9 women and 6 men); 15 households explicitly mentioned in rice field survey; Tonkin snub-nosed monkeys (threatened flagship fauna)","Phia Deng village, Minh Son commune, Bac Me District, Ha Giang Province, Vietnam. Located within the Sino-Vietnamese Limestone priority corridor, buffer zone of Khau Ca SHCA.",2016,Thaibaan research method; Indicators of resilience in socio-ecological production landscape; Establishment of a Thaibaan research team; Conservation club,"Supporting: Biodiversity conservation, habitat refuge for Tonkin snub-nosed monkeys, forest protection; Provisioning: Non-timber products, agricultural production (rice fields); Cultural: Dao traditional customs and folk songs, indigenous knowledge, traditional lifestyle, community relations, village history",https://www.cepf.net/grants/grantee-projects/impacts-khau-ca-species-and-habitat-conservation-area-establishment; https://www.cepf.net/resources/final-project-report/final-project-report-40,Grant
141,Na Hang,105.438352,22.495256,Nature Reserve,"Critical Ecosystem Partnership Fund (CEPF) - US$ 20,000","Center for Water Resource Conservation and Development (WARECOD) [Project Implementer]; The Division of Natural Resources and Environment of Bac Me District [Key partner and supporter, provided staff support and consultation]; Bac Me District and communes' People Committees [Supported with administrative procedures, provided reports/documents on socio-economic conditions, advised on research locations]; Division of Agriculture and Rural Development of Bac Me District [Provided information on agricultural activities, helped identify negative impacts on local communities, discussed potential solutions]; Khau Ca Species and Habitat Conservation Area (Management Board) [Provided information on conservation personnel, financial resources, roles of officers, shared potential difficulties and challenges]; Ha Giang Department of Natural Resources and Environment [Helped understand policies and programs, provided list of organizations working on conservation in Ha Giang Province]; Fauna & Flora International [Shared experience, difficulties and advantages of working in Phia Deng]; Minh Son Commune People's Committee (Minh Son CPC) [Collaborated to organize the opening workshop]","50-250 people in Phia Deng village (Subsistence economy, small landowners, indigenous/ethnic peoples - Dao people); Thaibaan research group consisting of 15 villagers (9 women and 6 men); 15 households explicitly mentioned in rice field survey; Tonkin snub-nosed monkeys (threatened flagship fauna)","Phia Deng village, Minh Son commune, Bac Me District, Ha Giang Province, Vietnam. Located within the Sino-Vietnamese Limestone priority corridor, buffer zone of Khau Ca SHCA.",2016,Thaibaan research method; Indicators of resilience in socio-ecological production landscape; Establishment of a Thaibaan research team; Conservation club,"Supporting: Biodiversity conservation, habitat refuge for Tonkin snub-nosed monkeys, forest protection; Provisioning: Non-timber products, agricultural production (rice fields); Cultural: Dao traditional customs and folk songs, indigenous knowledge, traditional lifestyle, community relations, village history",https://www.cepf.net/grants/grantee-projects/impacts-khau-ca-species-and-habitat-conservation-area-establishment; https://www.cepf.net/resources/final-project-report/final-project-report-40,Grant
142,Cuc Phuong,105.607063,20.324884,National Park,"Critical Ecosystem Partnership Fund (CEPF) [$4,605.53]; CEPF Indochina Regional Implementation Team","Missouri Botanical Garden (Grantee, represented by 1 participant); Institute of Ecology & Biological Resources (Nominated 25 participants, allowed staff to travel on official business, facilitated passport applications); Vietnam Nature Museum (Nominated 1 participant, allowed staff to travel on official business, facilitated passport applications); Cuc Phuong National Park (Nominated 1 participant, allowed staff to travel on official business, facilitated passport applications); National Institute of Medicinal Materials (Nominated 1 participant, allowed staff to travel on official business, facilitated passport applications); Hanoi University of Science (Nominated 2 participants, allowed staff to travel on official business, facilitated passport applications); Ho Chi Minh City University of Natural Sciences (Nominated 3 participants, allowed staff to travel on official business, facilitated passport applications); Ho Chi Minh City Biotechnology Center (Nominated 1 participant, allowed staff to travel on official business, facilitated passport applications); Institute of Tropical Biology (Nominated 2 participants, allowed staff to travel on official business, facilitated passport applications); Vietnam Creatures (Nominated 1 participant, allowed staff to travel on official business, facilitated passport applications); Center for Plant Conservation (Local NGO, nominated 3 participants, allowed staff to travel on official business, facilitated passport applications); Komarov Botanical Institute (Represented by 2 participants)","20 junior scientists and students supported by the CEPF grant; 40 total Vietnamese participants and 3 non-Vietnamese symposium participants covered by stretched project funds; more than 160 delegates representing 17 countries at the symposium; Threatened plant diversity in Indochina including priority species discussed: cycads, conifers, magnolias, orchids, begonias, palms, aroids, and gingers.","N/A (Hectares Protected: not applicable); Indochina region (Cambodia, Laos, and Vietnam); Phnom Penh, Cambodia (Symposium venue)",2008,"First International Symposium on the Flora of Cambodia, Laos, and Vietnam; professional networking; international and transboundary cooperation; writing the Flora of Vietnam; generation of scientific knowledge and primary baseline data; contributed paper and poster presentations (eight papers and eight posters presented).","Supporting (conservation of threatened plant diversity, primary baseline data for sound decision-making, plant taxonomy, plant geography, ethnobotany, GIS and informatics, conservation of national parks).",https://www.cepf.net/grants/grantee-projects/improving-linkages-collaborative-research-and-conservation-plants-indochina; https://www.cepf.net/resources/final-project-report/final-project-report-2129,Small Grant
143,Pu Huong,104.880376,19.357579,Nature Reserve,"Critical Ecosystem Partnership Fund / CEPF ($19,987 Grant Amount); Los Angeles Zoo (US$5,858 for extension to this project); Liz Claiborne Art Ortenberg Foundation (US$17,896 for project development in Nakai-Nam Theun NPA); Zoological Society for the Protection of Species and Populations / ZGAP, Germany (EUR 5,000 to begin training contract rangers in the new Hue Saola Nature Reserve); Leipzig Zoo (EUR 2,000 for the 2nd SWG meeting); European Association of Zoos and Aquaria ($4000 for the 2nd Saola Working Group meeting); Copenhagen Zoo (EUR 2000 for the 2nd Saola Working Group meeting); ZSL London/Whipsnade Zoo (US$1000 for the 2nd Saola Working Group meeting); Wildlife Conservation Network (US$1000 for the 2nd Saola Working Group meeting); Friends of Banham Zoo (GBP 500 for the 2nd Saola Working Group meeting); Givskud Zoo (EUR 995 for the 2nd Saola Working Group meeting)","IUCN, International Union for Conservation of Nature, Lao PDR Country Programme (Grantee Organization); Saola Working Group of the IUCN/SSC Asian Wild Cattle Specialist Group (key partner in day-to-day implementation); Division of Forest Resources Conservation, Lao Department of Forestry (drafted or contributed substantially to key sections of the final document); WWF Vietnam Programme (drafted or contributed substantially to key sections of the final document, sourced funding to start the enforcement training); WWF Lao Programme (drafted or contributed substantially to key sections of the final document); WCS Lao Program (drafted or contributed substantially to key sections of the final document, hosted planning workshops for Minerals and Metals Group mining company and Government of Lao PDR partners); Smithsonian Conservation Biology Institute (drafted or contributed substantially to key sections of the final document); RARE (drafted or contributed substantially to key sections of the final document); Darwin Initiative 'Threatend Annamites Ungulates' project (drafted or contributed substantially to key sections of the final document); Global Wildlife Conservation (pro bono management of Saola account)",Saola (priority globally threatened species in Indochina); 1 recent Lao university graduate in environmental science (mentored as intern and fieldtrip participant); 1 current Lao university student (mentored as Nakai-Nam Theun survey participant and working on WCS/CEPF Saola surveys); Contract rangers (received enforcement training and deployed in Hue Saola Nature Reserve); Government of Lao PDR institutions (representatives formed the National Saola Working Group); Minerals and Metals Group / MMG and Nam Theun 2 Watershed Management and Protection Authority / NT2 WMPA (industry partners encouraged and strengthened in their saola conservation efforts),"15,800 hectares (Hue Saola Nature Reserve, Central Annamites). Project activities also covered Nakai-Nam Theun NPA in Laos and Thua Thien-Hue province in Vietnam",2010-2011,"Collaborative two-country strategy for conservation of Saola; enforcement training for deployment of contract rangers; formation of a Lao National Saola Working Group; conservation outreach, one-on-one meetings, and workshops for industry and development partners (such as hydropower projects and the Sepon gold and copper mine) to ease concerns over conflict between development and Saola conservation and secure concrete commitments of support",Supporting: Biodiversity conservation and habitat protection for priority globally threatened species (Saola) in the Central Annamites and Northern Limestone Highlands and Mekong River and its major tributaries,https://www.cepf.net/grants/grantee-projects/launching-flagship-collaborative-saola-conservation; https://www.cepf.net/resources/final-project-report/final-project-report-2092,Small Grant
144,Bach Ma,107.7824611,16.13711526,National Park,"Critical Ecosystem Partnership Fund / CEPF ($19,987 Grant Amount); Los Angeles Zoo (US$5,858 for extension to this project); Liz Claiborne Art Ortenberg Foundation (US$17,896 for project development in Nakai-Nam Theun NPA); Zoological Society for the Protection of Species and Populations / ZGAP, Germany (EUR 5,000 to begin training contract rangers in the new Hue Saola Nature Reserve); Leipzig Zoo (EUR 2,000 for the 2nd SWG meeting); European Association of Zoos and Aquaria ($4000 for the 2nd Saola Working Group meeting); Copenhagen Zoo (EUR 2000 for the 2nd Saola Working Group meeting); ZSL London/Whipsnade Zoo (US$1000 for the 2nd Saola Working Group meeting); Wildlife Conservation Network (US$1000 for the 2nd Saola Working Group meeting); Friends of Banham Zoo (GBP 500 for the 2nd Saola Working Group meeting); Givskud Zoo (EUR 995 for the 2nd Saola Working Group meeting)","IUCN, International Union for Conservation of Nature, Lao PDR Country Programme (Grantee Organization); Saola Working Group of the IUCN/SSC Asian Wild Cattle Specialist Group (key partner in day-to-day implementation); Division of Forest Resources Conservation, Lao Department of Forestry (drafted or contributed substantially to key sections of the final document); WWF Vietnam Programme (drafted or contributed substantially to key sections of the final document, sourced funding to start the enforcement training); WWF Lao Programme (drafted or contributed substantially to key sections of the final document); WCS Lao Program (drafted or contributed substantially to key sections of the final document, hosted planning workshops for Minerals and Metals Group mining company and Government of Lao PDR partners); Smithsonian Conservation Biology Institute (drafted or contributed substantially to key sections of the final document); RARE (drafted or contributed substantially to key sections of the final document); Darwin Initiative 'Threatend Annamites Ungulates' project (drafted or contributed substantially to key sections of the final document); Global Wildlife Conservation (pro bono management of Saola account)",Saola (priority globally threatened species in Indochina); 1 recent Lao university graduate in environmental science (mentored as intern and fieldtrip participant); 1 current Lao university student (mentored as Nakai-Nam Theun survey participant and working on WCS/CEPF Saola surveys); Contract rangers (received enforcement training and deployed in Hue Saola Nature Reserve); Government of Lao PDR institutions (representatives formed the National Saola Working Group); Minerals and Metals Group / MMG and Nam Theun 2 Watershed Management and Protection Authority / NT2 WMPA (industry partners encouraged and strengthened in their saola conservation efforts),"15,800 hectares (Hue Saola Nature Reserve, Central Annamites). Project activities also covered Nakai-Nam Theun NPA in Laos and Thua Thien-Hue province in Vietnam",2010-2011,"Collaborative two-country strategy for conservation of Saola; enforcement training for deployment of contract rangers; formation of a Lao National Saola Working Group; conservation outreach, one-on-one meetings, and workshops for industry and development partners (such as hydropower projects and the Sepon gold and copper mine) to ease concerns over conflict between development and Saola conservation and secure concrete commitments of support",Supporting: Biodiversity conservation and habitat protection for priority globally threatened species (Saola) in the Central Annamites and Northern Limestone Highlands and Mekong River and its major tributaries,https://www.cepf.net/grants/grantee-projects/launching-flagship-collaborative-saola-conservation; https://www.cepf.net/resources/final-project-report/final-project-report-2092,Small Grant
145,Phong Dien,107.200384,16.45256,Nature Reserve,"Critical Ecosystem Partnership Fund / CEPF ($19,987 Grant Amount); Los Angeles Zoo (US$5,858 for extension to this project); Liz Claiborne Art Ortenberg Foundation (US$17,896 for project development in Nakai-Nam Theun NPA); Zoological Society for the Protection of Species and Populations / ZGAP, Germany (EUR 5,000 to begin training contract rangers in the new Hue Saola Nature Reserve); Leipzig Zoo (EUR 2,000 for the 2nd SWG meeting); European Association of Zoos and Aquaria ($4000 for the 2nd Saola Working Group meeting); Copenhagen Zoo (EUR 2000 for the 2nd Saola Working Group meeting); ZSL London/Whipsnade Zoo (US$1000 for the 2nd Saola Working Group meeting); Wildlife Conservation Network (US$1000 for the 2nd Saola Working Group meeting); Friends of Banham Zoo (GBP 500 for the 2nd Saola Working Group meeting); Givskud Zoo (EUR 995 for the 2nd Saola Working Group meeting)","IUCN, International Union for Conservation of Nature, Lao PDR Country Programme (Grantee Organization); Saola Working Group of the IUCN/SSC Asian Wild Cattle Specialist Group (key partner in day-to-day implementation); Division of Forest Resources Conservation, Lao Department of Forestry (drafted or contributed substantially to key sections of the final document); WWF Vietnam Programme (drafted or contributed substantially to key sections of the final document, sourced funding to start the enforcement training); WWF Lao Programme (drafted or contributed substantially to key sections of the final document); WCS Lao Program (drafted or contributed substantially to key sections of the final document, hosted planning workshops for Minerals and Metals Group mining company and Government of Lao PDR partners); Smithsonian Conservation Biology Institute (drafted or contributed substantially to key sections of the final document); RARE (drafted or contributed substantially to key sections of the final document); Darwin Initiative 'Threatend Annamites Ungulates' project (drafted or contributed substantially to key sections of the final document); Global Wildlife Conservation (pro bono management of Saola account)",Saola (priority globally threatened species in Indochina); 1 recent Lao university graduate in environmental science (mentored as intern and fieldtrip participant); 1 current Lao university student (mentored as Nakai-Nam Theun survey participant and working on WCS/CEPF Saola surveys); Contract rangers (received enforcement training and deployed in Hue Saola Nature Reserve); Government of Lao PDR institutions (representatives formed the National Saola Working Group); Minerals and Metals Group / MMG and Nam Theun 2 Watershed Management and Protection Authority / NT2 WMPA (industry partners encouraged and strengthened in their saola conservation efforts),"15,800 hectares (Hue Saola Nature Reserve, Central Annamites). Project activities also covered Nakai-Nam Theun NPA in Laos and Thua Thien-Hue province in Vietnam",2010-2011,"Collaborative two-country strategy for conservation of Saola; enforcement training for deployment of contract rangers; formation of a Lao National Saola Working Group; conservation outreach, one-on-one meetings, and workshops for industry and development partners (such as hydropower projects and the Sepon gold and copper mine) to ease concerns over conflict between development and Saola conservation and secure concrete commitments of support",Supporting: Biodiversity conservation and habitat protection for priority globally threatened species (Saola) in the Central Annamites and Northern Limestone Highlands and Mekong River and its major tributaries,https://www.cepf.net/grants/grantee-projects/launching-flagship-collaborative-saola-conservation; https://www.cepf.net/resources/final-project-report/final-project-report-2092,Small Grant
146,Tam Dao,105.5829942,21.52128641,National Park,"CEPF (Grant Amount: $19,794); Global Wildlife Conservation ($2600); WWF-US ($1800)","International Union for Conservation of Nature, Lao PDR Country Programme (Organization Legal Name); Saola Working Group (Coordinator, technical guidance and support); Gilman International Conservation, Lao PDR Department of Forestry, Smithsonian Institution, Vinh University (Vietnam), WCS-Lao, WWF-Lao and WWF-Vietnam (Contributors of staff time to planning, attendance and follow-up for the meeting); BirdLife-Vietnam, Global Wildlife Conservation and WWF-US (Contributors of staff time, and also travel expenses); Nam Theun 2 Watershed Management and Protection Authority (WMPA) (Responsibility for protection of Nakai-Nam Theun National Protected Area, management team, staff, and patrolling)",Saola (most globally endangered mammal in the ecosystem); Senior managers and staff of Nam Theun 2 Watershed Management and Protection Authority (WMPA),"100,000 hectares in Nakai-Nam Theun National Protected Area (NNT NPA), Khammouane Province, Lao PDR",2009,Saola conservation conceptual model and prioritised list of actions and projects; Decision on the appropriateness of Saola captive breeding; Matrix of parties or partnerships to implement each component; Agreed mechanism to track implementation progress; Increased frequency of patrols in areas believed to hold Saola; Verifying the presence of Saola by camera-trapping; Placing Saola on the agenda of planned transboundary meetings with counterparts in Vietnam,"Supporting: 100,000 hectares of Nakai-Nam Theun National Protected Area strengthened to safeguard priority globally threatened species (Saola) by mitigating major threats. Provisioning: N/A. Cultural: N/A.",https://www.cepf.net/grants/grantee-projects/moving-planning-action-save-saola-first-meeting-saola-working-group; https://www.cepf.net/resources/final-project-report/final-project-report-2105,"Small Grant, Project co-financing"
147,Pu Mat,104.695387,18.938023,National Park,"Critical Ecosystem Partnership Fund (CEPF) [$18,483]; Vinh University [$6,000 project co-financing]; Research Centre of Biodiversity and Genetic Resources (CIBIO) [$3,000 project co-financing]","Center for Environmental and Rural Development (CERD) [Grantee/Implementation Partner]; Vinh University (Vietnam) [Provide funding equipment for laboratory/fieldwork and leech analysis, fieldwork participation]; The Research Centre of Biodiversity and Genetic Resources (CIBIO) [Analyzed dung of ungulates]; The Ecology, Conservation, & Environment Center (ECEC), Kunming Institute of Zoology [Analyzed leeches]; Geography Dept, Cambridge University [Participated in fieldwork, provided technical support for interviews]; Center for DNA technology (BIOMEDIC) [Analyzed dung and leeches]; Texas University of Austin [Participated in fieldwork]; Saola Working Group [Developed saola-specific datasheet, facilitated discussions]; Pu Mat FPD [Follow up on methods to determine Saola population]","Saola (Pseudoryx nghetinhensis); Sambar (Rusa unicolor); Serow (Capricornis milneedwardsi); Muntjac; Mouse deer (Tragulus kanchil); Rhinoceros; Asian elephant (Elephas maximus); Gaur (Bos gaurus); Wild pig (Sus scrofa/bucculentus); Field staff of Pu Mat National Park; 4 Vietnamese students and 3 Laotian students from Vinh University; Communities in Pu Mat (MÃ´n SÆ¡n, Luc Da, ChÃ¢u KhÃª, Tam Dinh, Chi Khe, Tam Hop communes); Communities in Viengthong district (Na Tan and Na Nhang villages); Dan Lai ethnic group; H'Mong ethnic group","94,000 ha; Pu Mat National Park (Con Cuong district, Tuong Duong district, Nghe An province, Vietnam); Viengthong district (Bolikhamxay province, Lao PDR)",2013,Pilot interview field survey methods; Standardized community interview questionnaires; Community mapping exercises; Line transect surveys; Camera traps surveys; Dung surveys (mtDNA analysis); Leech surveys; Community-based conservation programs; Wildlife Conservation Clubs,"Supporting: Habitat refuge for Saola and other endangered mammals (primary forest, secondary forest, primary forest on limestone, bamboo forest, sub-montane forest, riverine forest, slow flowing streams). Provisioning: Non-timber forest products (NTFPs) and hunting resources for local communities. Cultural: Indigenous knowledge, local ethnozoological classification systems, and traditional names for landscape features.",https://www.cepf.net/grants/grantee-projects/pilot-different-survey-methods-identify-saola-population-pu-mat-national; https://www.cepf.net/resources/final-project-report/final-project-report-2061,"Small Grant, Project co-financing"
